ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10003784,HY192579,3/20/2015 11:57,009XX S CICERO AVE,1512,PROSTITUTION,SOLICIT FOR PROSTITUTE,STREET,TRUE,FALSE,1131,11,24,25,16,1144533,1895453,2015,2/10/2018 15:50,41.86913719,-87.74485697,"(41.869137185, -87.744856967)"
10003785,HY192564,3/20/2015 23:25,009XX S CICERO AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,TRUE,FALSE,1131,11,24,25,16,1144533,1895453,2015,2/10/2018 15:50,41.86913719,-87.74485697,"(41.869137185, -87.744856967)"
10003786,HY193407,3/21/2015 17:07,038XX W ROSCOE ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,SIDEWALK,FALSE,TRUE,1732,17,30,21,26,1150232,1922333,2015,2/10/2018 15:50,41.94278942,-87.72323243,"(41.942789418, -87.723232432)"
10003787,HY193442,3/21/2015 10:45,006XX E GRAND AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,1834,18,42,8,6,1180796,1904058,2015,2/10/2018 15:50,41.89199038,-87.6114615,"(41.891990384, -87.611461502)"
10003788,HY193426,3/21/2015 17:30,032XX N PULASKI RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,1731,17,31,16,08B,1149155,1921404,2015,2/10/2018 15:50,41.94026113,-87.7272151,"(41.940261132, -87.727215095)"
10003789,HY193535,2/28/2015 15:00,014XX N MASSASOIT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,2531,25,29,25,11,1137748,1908961,2015,2/10/2018 15:50,41.90632982,-87.76944091,"(41.906329818, -87.769440907)"
10003791,HY193540,3/21/2015 18:30,016XX W HOWARD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,CTA STATION,TRUE,FALSE,2422,24,49,1,26,1164257,1950346,2015,2/10/2018 15:50,42.01937255,-87.67088757,"(42.019372548, -87.670887574)"
10003793,HY193384,3/21/2015 16:39,016XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2535,25,30,23,14,1150465,1910532,2015,2/10/2018 15:50,41.91040189,-87.72268494,"(41.91040189, -87.722684936)"
10003794,HY193441,3/21/2015 17:55,021XX N LATROBE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,2515,25,37,19,08B,1141039,1913716,2015,2/10/2018 15:50,41.91931806,-87.7572343,"(41.919318064, -87.757234303)"
10003795,HY193313,3/21/2015 15:30,014XX N LONG AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2532,25,37,25,08B,1140087,1909115,2015,2/10/2018 15:50,41.9067099,-87.76084496,"(41.906709897, -87.760844959)"
10003796,HY193432,3/21/2015 0:01,038XX W ADDISON ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1732,17,30,21,6,1150330,1923662,2015,2/10/2018 15:50,41.94643438,-87.72283744,"(41.946434384, -87.722837442)"
10003797,HY193534,3/21/2015 18:30,009XX W DIVERSEY PKWY,460,BATTERY,SIMPLE,RESTAURANT,TRUE,FALSE,1935,19,43,7,08B,1169320,1918782,2015,2/10/2018 15:50,41.93265108,-87.65317865,"(41.932651078, -87.653178651)"
10003798,HY193364,3/20/2015 22:00,002XX S HAMILTON AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1225,12,2,28,6,1162105,1898934,2015,2/10/2018 15:50,41.87834068,-87.68024827,"(41.878340684, -87.68024827)"
10003800,HY193522,3/21/2015 18:47,009XX N CAMBRIDGE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1823,18,27,8,18,1172506,1906438,2015,2/10/2018 15:50,41.89870859,-87.64183628,"(41.898708591, -87.641836283)"
10003801,HY193431,3/21/2015 17:35,009XX W DIVERSEY PKWY,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,TRUE,TRUE,1935,19,43,7,08B,1169320,1918782,2015,2/10/2018 15:50,41.93265108,-87.65317865,"(41.932651078, -87.653178651)"
10003802,HY193541,3/21/2015 18:45,042XX W MONROE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,TRUE,FALSE,1115,11,28,26,19,1148136,1899324,2015,2/10/2018 15:50,41.87969112,-87.73152967,"(41.879691121, -87.731529667)"
10003803,HY193438,3/17/2015 19:30,056XX N FRANCISCO AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2011,20,40,2,08A,1156005,1937322,2015,2/10/2018 15:50,41.98380541,-87.70160764,"(41.983805405, -87.701607635)"
10003804,HY193480,3/21/2015 18:23,022XX N NARRAGANSETT AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,2512,25,29,19,04B,1133380,1914271,2015,2/10/2018 15:50,41.92097879,-87.78536191,"(41.920978789, -87.785361912)"
10003805,HY193450,3/21/2015 16:59,031XX S HALSTED ST,2022,NARCOTICS,POSS: COCAINE,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,913,9,11,60,18,1171479,1884120,2015,2/10/2018 15:50,41.83748901,-87.64626446,"(41.837489008, -87.646264459)"
10003807,HY193357,3/21/2015 16:00,074XX S PRINCETON AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,731,7,17,69,08B,1175579,1855659,2015,2/10/2018 15:50,41.75929823,-87.63207187,"(41.759298231, -87.63207187)"
10003809,HY193445,3/21/2015 10:30,016XX W 89TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2221,22,21,73,14,1166816,1845677,2015,2/10/2018 15:50,41.73209774,-87.66447234,"(41.732097735, -87.664472336)"
10003811,HY193427,3/21/2015 10:00,032XX W CONGRESS PKWY,312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,FALSE,FALSE,1134,11,24,27,3,1154941,1897621,2015,2/10/2018 15:50,41.87488426,-87.70658819,"(41.874884255, -87.706588192)"
10003812,HY193227,3/17/2015 18:00,035XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1121,11,27,23,6,1152462,1905105,2015,2/10/2018 15:50,41.89547044,-87.71549226,"(41.895470438, -87.715492263)"
10003813,HY193311,3/21/2015 14:00,004XX S LARAMIE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,1522,15,29,25,26,1141798,1897433,2015,2/10/2018 15:50,41.87462157,-87.75484899,"(41.874621573, -87.754848987)"
10003815,HY193544,3/21/2015 17:00,029XX W 25TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1033,10,12,30,14,1157187,1886940,2015,2/10/2018 15:50,41.84552915,-87.6986317,"(41.845529153, -87.698631699)"
10003817,HY193506,3/21/2015 10:00,005XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,FALSE,FALSE,1834,18,42,8,11,1177337,1904027,2015,2/10/2018 15:50,41.89198447,-87.62416567,"(41.891984471, -87.62416567)"
10003818,HY193439,3/21/2015 5:00,044XX W WEST END AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,1113,11,28,26,6,1146577,1900601,2015,2/10/2018 15:50,41.88322521,-87.73722158,"(41.883225213, -87.737221581)"
10003819,HY193564,3/21/2015 19:41,001XX S KARLOV AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1115,11,28,26,18,1149088,1898888,2015,2/10/2018 15:50,41.87847632,-87.72804532,"(41.878476316, -87.728045319)"
10003820,HY193440,3/21/2015 10:00,005XX N MICHIGAN AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1834,18,42,8,6,1177337,1904027,2015,2/10/2018 15:50,41.89198447,-87.62416567,"(41.891984471, -87.62416567)"
10003821,HY192486,3/20/2015 21:40,059XX N RAVENSWOOD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),TRUE,TRUE,2012,20,40,77,08B,1163314,1939401,2015,2/10/2018 15:50,41.98935918,-87.67466755,"(41.989359176, -87.674667551)"
10003822,HY193549,3/21/2015 19:25,014XX N LOTUS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,2532,25,37,25,18,1139748,1909115,2015,2/10/2018 15:50,41.9067161,-87.76209026,"(41.906716099, -87.762090262)"
10003823,HY193580,3/21/2015 20:00,052XX W IOWA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1524,15,37,25,18,1141048,1905489,2015,2/10/2018 15:50,41.89674208,-87.75740419,"(41.896742076, -87.757404189)"
10003824,HY193560,3/21/2015 19:25,056XX S ARTESIAN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,824,8,16,63,18,1160994,1867070,2015,2/10/2018 15:50,41.79092544,-87.68521038,"(41.790925443, -87.685210383)"
10003825,HY193518,3/21/2015 18:23,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,833,8,13,65,6,1145727,1853720,2015,2/10/2018 15:50,41.75459296,-87.74152854,"(41.754592961, -87.741528537)"
10003826,HY193434,3/21/2015 17:30,082XX S KINGSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,423,4,7,46,08B,1194607,1850821,2015,2/10/2018 15:50,41.74557557,-87.56249487,"(41.745575571, -87.562494872)"
10003827,HY193460,3/21/2015 15:00,045XX S SACRAMENTO AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,922,9,14,58,08A,1157130,1874340,2015,2/10/2018 15:50,41.81095437,-87.69918221,"(41.810954369, -87.699182214)"
10003828,HY193429,1/1/2015 00:01,053XX S HOMAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,FALSE,FALSE,822,8,14,63,11,1154623,1868831,2015,2/10/2018 15:50,41.7958873,-87.70852464,"(41.795887304, -87.708524643)"
10003829,HY193584,3/21/2015 19:00,036XX S RHODES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,212,2,4,35,14,1180179,1881011,2015,2/10/2018 15:50,41.82876229,-87.61443616,"(41.828762287, -87.614436164)"
10003830,HY193567,3/21/2015 19:29,090XX S COMMERCIAL AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,423,4,10,46,08B,1197715,1845577,2015,2/10/2018 15:50,41.73110866,-87.55128145,"(41.731108662, -87.551281448)"
10003831,HY193585,3/21/2015 19:45,015XX S MILLARD AVE,2026,NARCOTICS,POSS: PCP,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,1014,10,24,29,18,1152293,1892169,2015,2/10/2018 15:50,41.859976,-87.71645445,"(41.859976001, -87.716454446)"
10003832,HY193552,3/21/2015 19:25,024XX W CERMAK RD,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,TRUE,FALSE,1023,10,25,31,26,1160440,1889331,2015,2/10/2018 15:50,41.85202372,-87.68662741,"(41.852023717, -87.686627405)"
10003833,HY193485,3/21/2015 18:15,042XX W WALTON ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,VACANT LOT/LAND,FALSE,FALSE,1111,11,37,23,26,1148014,1905998,2015,2/10/2018 15:50,41.89800766,-87.73180585,"(41.898007658, -87.731805848)"
10003834,HY193556,3/21/2015 17:59,008XX E 81ST ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,631,6,8,44,18,1183063,1851470,2015,2/10/2018 15:50,41.74763249,-87.60477352,"(41.747632491, -87.604773523)"
10003835,HY193579,3/21/2015 19:23,012XX W 112TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,FALSE,FALSE,2234,22,34,75,26,1169991,1830509,2015,2/10/2018 15:50,41.69040613,-87.65327984,"(41.690406128, -87.653279835)"
10003838,HY193587,3/21/2015 19:56,041XX W 62ND ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,813,8,13,65,18,1149916,1863168,2015,2/10/2018 15:50,41.78043974,-87.72593238,"(41.780439737, -87.72593238)"
10003840,HY193197,3/21/2015 2:00,065XX S WOODLAWN AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,321,3,20,42,6,1185339,1861941,2015,2/10/2018 15:50,41.77631272,-87.59610484,"(41.776312724, -87.59610484)"
10003842,HY193578,3/21/2015 18:27,076XX S STATE ST,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,623,6,6,69,6,1177594,1854568,2015,2/10/2018 15:50,41.75625909,-87.62471994,"(41.756259091, -87.624719943)"
10003844,HY193203,3/21/2015 14:15,023XX E 103RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,434,4,10,51,08B,1193653,1837146,2015,2/10/2018 15:50,41.7080735,-87.56643685,"(41.7080735, -87.566436848)"
10003845,HY193601,3/21/2015 20:10,087XX S PEORIA ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2222,22,21,71,18,1171831,1846864,2015,2/10/2018 15:50,41.73524661,-87.64606558,"(41.735246614, -87.646065581)"
10003846,HY193595,3/21/2015 18:15,067XX S STONY ISLAND AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,CTA BUS STOP,TRUE,FALSE,332,3,5,43,26,1188026,1860714,2015,2/10/2018 15:50,41.7728821,-87.58629369,"(41.772882101, -87.586293688)"
10003848,HY193464,3/20/2015 1:00,013XX N HUDSON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,1821,18,27,8,14,1173068,1909520,2015,2/10/2018 15:50,41.90715332,-87.63968057,"(41.907153315, -87.639680572)"
10003849,HY193563,3/21/2015 19:05,079XX S ST LAWRENCE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,624,6,6,44,18,1181609,1852591,2015,2/10/2018 15:50,41.7507423,-87.61006684,"(41.750742298, -87.610066837)"
10003850,HY193391,3/20/2015 3:00,0000X W HUBBARD ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,1176050,1903312,2015,2/10/2018 15:50,41.89005157,-87.62891376,"(41.890051565, -87.62891376)"
10003851,HY193613,3/21/2015 20:30,081XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,614,6,21,71,08B,1166756,1850811,2015,2/10/2018 15:50,41.74618746,-87.66454598,"(41.74618746, -87.66454598)"
10003854,HY193546,3/21/2015 5:00,086XX S PHILLIPS AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,423,4,7,46,7,1193994,1848237,2015,2/10/2018 15:50,41.7384999,-87.56482553,"(41.738499904, -87.564825528)"
10003856,HY193621,3/21/2015 20:25,085XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,632,6,6,44,6,1183056,1848421,2015,2/10/2018 15:50,41.73926587,-87.60489375,"(41.739265865, -87.604893749)"
10003859,HY193623,3/21/2015 21:00,010XX N PARKSIDE AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,1511,15,29,25,18,1138494,1906373,2015,2/10/2018 15:50,41.89921454,-87.76676331,"(41.899214544, -87.766763308)"
10003860,HY193494,3/21/2015 18:00,036XX S PRAIRIE AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,FALSE,212,2,2,35,3,1178529,1880887,2015,2/10/2018 15:50,41.82845975,-87.62049362,"(41.828459751, -87.620493619)"
10003861,HY193590,3/21/2015 19:30,039XX W GRENSHAW ST,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,STREET,FALSE,FALSE,1132,11,24,29,3,1150389,1894752,2015,2/10/2018 15:50,41.86710139,-87.7233762,"(41.867101385, -87.723376202)"
10003862,HY193487,3/21/2015 18:15,059XX S CALUMET AVE,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,232,2,20,40,08B,1179500,1865625,2015,2/10/2018 15:50,41.78655735,-87.61739759,"(41.786557348, -87.617397586)"
10003864,HY193521,3/21/2015 18:30,042XX W 19TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT/LAND,FALSE,FALSE,1012,10,24,29,7,1148500,1890309,2015,2/10/2018 15:50,41.85494587,-87.73042558,"(41.85494587, -87.730425582)"
10003865,HY193481,3/21/2015 18:25,031XX W OGDEN AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,TRUE,1022,10,24,29,6,1155485,1891552,2015,2/10/2018 15:50,41.85821935,-87.704754,"(41.858219353, -87.704754002)"
10003866,HY193640,3/21/2015 20:50,013XX E HYDE PARK BLVD,560,ASSAULT,SIMPLE,CONVENIENCE STORE,TRUE,FALSE,222,2,4,39,08A,1186275,1871461,2015,2/10/2018 15:50,41.80241429,-87.5923728,"(41.80241429, -87.592372795)"
10003867,HY193377,3/21/2015 16:30,030XX W 19TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,FALSE,1022,10,24,30,08B,1156315,1890556,2015,2/10/2018 15:50,41.85546951,-87.70173426,"(41.855469505, -87.701734261)"
10003868,HY193611,3/21/2015 20:38,015XX W 63RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,713,7,16,67,18,1166934,1862946,2015,2/10/2018 15:50,41.77948373,-87.66354752,"(41.779483731, -87.663547521)"
10003870,HY184640,3/14/2015 18:28,002XX E MONROE DR,2230,LIQUOR LAW VIOLATION,ILLEGAL CONSUMPTION BY MINOR,SIDEWALK,TRUE,FALSE,114,1,42,32,22,1178164,1899983,2015,2/10/2018 15:50,41.88086874,-87.62125174,"(41.880868735, -87.621251742)"
10003871,HY193619,3/21/2015 19:00,113XX S MICHIGAN AVE,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,531,5,9,49,08B,1178814,1829814,2015,2/10/2018 15:50,41.68830327,-87.62099958,"(41.688303265, -87.620999576)"
10003872,HY192293,3/20/2015 18:45,008XX S PLYMOUTH CT,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,123,1,2,32,26,1176194,1896270,2015,2/10/2018 15:50,41.87072467,-87.62859729,"(41.870724666, -87.628597294)"
10003873,HY193648,3/21/2015 21:01,041XX W WILCOX ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,1115,11,28,26,18,1148759,1899013,2015,2/10/2018 15:50,41.87882569,-87.72925012,"(41.878825691, -87.729250117)"
10003874,HY193659,3/21/2015 21:10,039XX W WILCOX ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,TRUE,1122,11,28,26,04A,1150250,1899048,2015,2/10/2018 15:50,41.87889281,-87.72377449,"(41.878892807, -87.723774494)"
10003875,HY193488,3/13/2015 9:00,001XX N HARBOR DR,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,OTHER,FALSE,FALSE,114,1,42,32,11,1179650,1901417,2015,2/10/2018 15:50,41.88476974,-87.61575131,"(41.884769738, -87.615751308)"
10003876,HY193618,3/21/2015 20:15,042XX W CHICAGO AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,FALSE,1111,11,37,23,18,1148154,1905001,2015,2/10/2018 15:50,41.89526909,-87.73131733,"(41.89526909, -87.731317331)"
10003877,HY193641,3/19/2015 5:00,052XX N LARAMIE AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1623,16,45,11,6,1140746,1934416,2015,2/10/2018 15:50,41.97612622,-87.75780014,"(41.976126222, -87.75780014)"
10003878,HY193624,3/21/2015 19:00,077XX N MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,2422,24,49,1,08B,1163977,1951193,2015,2/10/2018 15:50,42.02170267,-87.67189385,"(42.021702671, -87.671893851)"
10003880,HY193631,3/21/2015 20:50,090XX S JUSTINE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2221,22,21,73,08B,1167589,1844786,2015,2/10/2018 15:50,41.72963618,-87.66166598,"(41.729636179, -87.66166598)"
10003881,HY193574,3/21/2015 18:45,008XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,6,1177338,1906181,2015,2/10/2018 15:50,41.89789513,-87.62409661,"(41.897895128, -87.624096605)"
10003885,HY193637,3/21/2015 21:00,044XX W THOMAS ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1111,11,37,23,08B,1146515,1906957,2015,2/10/2018 15:50,41.90066797,-87.73728712,"(41.900667966, -87.737287118)"
10003886,HY193562,3/21/2015 18:55,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,1,42,32,6,1176363,1900547,2015,2/10/2018 15:50,41.8824572,-87.62784778,"(41.882457198, -87.627847776)"
10003887,HY193651,3/21/2015 19:45,005XX S LA SALLE ST,3730,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,CTA TRAIN,TRUE,FALSE,123,1,2,32,24,1175330,1897939,2015,2/10/2018 15:50,41.87532393,-87.63171922,"(41.875323928, -87.631719215)"
10003888,HY193669,3/21/2015 21:30,030XX N KOSTNER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,2523,25,31,20,14,1146518,1919916,2015,2/10/2018 15:50,41.93622868,-87.73694508,"(41.936228682, -87.736945083)"
10003889,HY193583,3/21/2015 20:06,019XX S ALBANY AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1022,10,24,30,15,1155997,1890301,2015,2/10/2018 15:50,41.85477617,-87.70290835,"(41.854776169, -87.702908348)"
10003890,HY193655,3/21/2015 13:45,0000X E 33RD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,211,2,3,35,7,1177505,1883149,2015,2/10/2018 15:50,41.83469011,-87.62418205,"(41.834690111, -87.624182045)"
10003892,HY193675,3/21/2015 21:15,071XX S NORMAL BLVD,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,VEHICLE NON-COMMERCIAL,TRUE,FALSE,732,7,6,68,26,1174196,1857574,2015,2/10/2018 15:50,41.76458405,-87.63708369,"(41.764584045, -87.63708369)"
10003893,HY193665,3/21/2015 9:30,031XX W FLOURNOY ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,27,26,1155461,1896862,2015,2/10/2018 15:50,41.87279105,-87.70469937,"(41.872791045, -87.70469937)"
10003894,HY193662,3/21/2015 21:30,088XX S JUSTINE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2221,22,21,71,18,1167548,1846123,2015,2/10/2018 15:50,41.73330598,-87.66177796,"(41.733305983, -87.661777961)"
10003895,HY193435,3/21/2015 11:00,039XX N SPRINGFIELD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1732,17,39,16,6,1149700,1926082,2015,2/10/2018 15:50,41.95308734,-87.72509002,"(41.953087341, -87.725090015)"
10003896,HY193666,3/21/2015 20:40,109XX S GREEN BAY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,TRUE,FALSE,432,4,10,52,18,1200541,1833084,2015,2/10/2018 15:50,41.69675591,-87.54135001,"(41.696755911, -87.541350008)"
10003897,HY193658,3/21/2015 21:15,0000X N MASON AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,FALSE,1513,15,29,25,18,1136768,1899805,2015,2/10/2018 15:50,41.88122221,-87.77326043,"(41.881222205, -87.773260431)"
10003899,HY193660,3/21/2015 17:00,013XX N MILWAUKEE AVE,810,THEFT,OVER $500,ALLEY,FALSE,FALSE,1424,14,1,24,6,1164738,1908959,2015,2/10/2018 15:50,41.90579466,-87.67029605,"(41.90579466, -87.670296048)"
10003900,HY193597,3/21/2015 17:00,023XX N MILWAUKEE AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1414,14,35,22,6,1157063,1915352,2015,2/10/2018 15:50,41.9234969,-87.6983152,"(41.923496895, -87.698315197)"
10003901,HY193542,3/21/2015 18:45,026XX N LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,FALSE,2521,25,31,19,15,1141260,1917283,2015,2/10/2018 15:50,41.92910221,-87.75633412,"(41.92910221, -87.756334122)"
10003902,HY193603,3/19/2015 15:00,0000X W 79TH ST,460,BATTERY,SIMPLE,SMALL RETAIL STORE,TRUE,FALSE,623,6,17,44,08B,1177177,1852624,2015,2/10/2018 15:50,41.75093394,-87.6263067,"(41.750933942, -87.6263067)"
10003903,HY193677,3/21/2015 21:10,062XX W PALMER ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,2512,25,29,19,08B,1134536,1914239,2015,2/10/2018 15:50,41.92087063,-87.78111519,"(41.920870629, -87.781115189)"
10003904,HY193653,3/21/2015 21:20,071XX W FOSTER PL,820,THEFT,$500 AND UNDER,DRUG STORE,FALSE,FALSE,1613,16,41,10,6,1127535,1933838,2015,2/10/2018 15:50,41.97477341,-87.80639621,"(41.974773411, -87.806396207)"
10003905,HY193627,3/21/2015 17:30,058XX W IRVING PARK RD,890,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,1633,16,38,15,6,1136545,1925996,2015,2/10/2018 15:50,41.95309736,-87.77345144,"(41.953097362, -87.773451439)"
10003906,HY193633,3/21/2015 20:50,008XX N HOMAN AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,STREET,FALSE,FALSE,1121,11,27,23,7,1153551,1905597,2015,2/10/2018 15:50,41.89679895,-87.71147951,"(41.896798945, -87.711479505)"
10003907,HY193643,3/21/2015 21:18,020XX W 19TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,1234,12,25,31,14,1163098,1890735,2015,2/10/2018 15:50,41.85582109,-87.67683242,"(41.855821085, -87.676832424)"
10003908,HY193698,3/21/2015 19:00,040XX N MILWAUKEE AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1624,16,45,15,6,1143442,1926328,2015,2/10/2018 15:50,41.95388196,-87.74808892,"(41.953881958, -87.748088923)"
10003910,HY193696,3/21/2015 21:50,031XX S KOMENSKY AVE,2026,NARCOTICS,POSS: PCP,SIDEWALK,TRUE,FALSE,1031,10,22,30,18,1149874,1883564,2015,2/10/2018 15:50,41.83641015,-87.72555756,"(41.836410145, -87.725557559)"
